timestamp,open,high,low,close,volume,symbol
2025-10-23 04:00:00,522.21,522.48,521.05,522.19,1312,MSFT
2025-10-23 04:05:00,522.03,522.43,522.02,522.07,1901,MSFT
2025-10-23 04:10:00,522.08,522.08,521.58,521.82,1751,MSFT
2025-10-23 04:15:00,521.74,522.04,521.74,522.04,345,MSFT
2025-10-23 04:20:00,521.9,522.2,521.78,522.19,612,MSFT
2025-10-23 04:25:00,521.98,522.2,521.96,522.0,38,MSFT
2025-10-23 04:30:00,522.06,522.27,521.79,521.83,1522,MSFT
2025-10-23 04:35:00,521.86,522.04,521.78,521.92,568,MSFT
2025-10-23 04:40:00,522.0,522.0,521.83,521.96,62,MSFT
2025-10-23 04:45:00,521.91,522.21,521.85,522.14,2163,MSFT
2025-10-23 04:50:00,522.22,522.27,521.72,521.93,967,MSFT
2025-10-23 04:55:00,521.98,522.26,521.93,522.2,172,MSFT
2025-10-23 05:00:00,522.05,522.36,522.03,522.17,736,MSFT
2025-10-23 05:05:00,522.2,522.26,522.07,522.07,168,MSFT
2025-10-23 05:10:00,522.11,522.11,521.45,521.51,2542,MSFT
2025-10-23 05:15:00,521.52,521.9,521.51,521.77,719,MSFT
2025-10-23 05:20:00,521.78,521.9,521.51,521.51,812,MSFT
2025-10-23 05:25:00,521.8,522.12,521.8,521.99,505,MSFT
2025-10-23 05:30:00,522.01,522.04,522.0,522.01,76,MSFT
2025-10-23 05:35:00,522.0,522.03,521.75,521.8,385,MSFT
2025-10-23 05:40:00,521.8,521.86,521.61,521.61,649,MSFT
2025-10-23 05:45:00,521.66,521.82,521.66,521.74,191,MSFT
2025-10-23 05:50:00,521.82,522.21,521.82,522.21,455,MSFT
2025-10-23 05:55:00,522.17,522.24,522.14,522.21,156,MSFT
2025-10-23 06:00:00,522.23,522.42,522.14,522.23,693,MSFT
2025-10-23 06:05:00,522.25,522.3,522.21,522.21,34,MSFT
2025-10-23 06:10:00,522.21,522.33,522.16,522.26,227,MSFT
2025-10-23 06:15:00,522.26,522.37,522.26,522.3,256,MSFT
2025-10-23 06:20:00,522.29,522.36,522.21,522.27,383,MSFT
2025-10-23 06:25:00,522.25,522.26,522.14,522.14,703,MSFT
2025-10-23 06:30:00,522.13,522.16,522.02,522.04,355,MSFT
2025-10-23 06:35:00,522.08,522.13,521.97,521.99,491,MSFT
2025-10-23 06:40:00,522.0,522.1,521.89,521.91,658,MSFT
2025-10-23 06:45:00,521.92,522.0,521.7,521.77,521,MSFT
2025-10-23 06:50:00,521.83,521.94,521.75,521.75,414,MSFT
2025-10-23 06:55:00,521.86,522.08,521.81,522.01,791,MSFT
2025-10-23 07:00:00,521.92,522.09,521.5,521.52,1940,MSFT
2025-10-23 07:05:00,521.58,521.7,521.44,521.5,1168,MSFT
2025-10-23 07:10:00,521.56,521.69,521.17,521.35,1581,MSFT
2025-10-23 07:15:00,521.33,521.55,521.18,521.37,937,MSFT
2025-10-23 07:20:00,521.49,521.75,521.45,521.45,311,MSFT
2025-10-23 07:25:00,521.45,521.5,521.45,521.5,233,MSFT
2025-10-23 07:30:00,521.52,521.52,521.3,521.42,765,MSFT
2025-10-23 07:35:00,521.26,521.54,521.25,521.43,249,MSFT
2025-10-23 07:40:00,521.42,521.42,521.17,521.2,634,MSFT
2025-10-23 07:45:00,521.21,521.33,521.0,521.33,1561,MSFT
2025-10-23 07:50:00,521.01,521.27,520.56,520.72,1240,MSFT
2025-10-23 07:55:00,521.0,521.25,520.66,520.82,622,MSFT
2025-10-23 08:00:00,521.47,522.85,520.5,520.75,18809,MSFT
2025-10-23 08:05:00,520.875,521.25,520.5,521.0,425,MSFT
2025-10-23 08:10:00,520.68,521.25,520.55,520.7039,383,MSFT
2025-10-23 08:15:00,520.69,521.8,520.69,520.99,3029,MSFT
2025-10-23 08:20:00,520.78,521.8,520.64,521.1,2440,MSFT
2025-10-23 08:25:00,521.03,521.52,520.69,521.49,781,MSFT
2025-10-23 08:30:00,521.4905,521.52,520.64,521.4882,2597,MSFT
2025-10-23 08:35:00,520.7437,521.49,520.64,521.07,702,MSFT
2025-10-23 08:40:00,521.0,521.45,520.8,521.17,595,MSFT
2025-10-23 08:45:00,521.17,521.45,520.95,521.3,1568,MSFT
2025-10-23 08:50:00,521.27,521.45,520.93,521.16,2351,MSFT
2025-10-23 08:55:00,521.21,521.93,521.19,521.93,3652,MSFT
2025-10-23 09:00:00,521.85,522.075,521.45,521.9999,3682,MSFT
2025-10-23 09:05:00,521.81,522.0,521.38,521.54,3078,MSFT
2025-10-23 09:10:00,521.535,521.72,521.36,521.49,1773,MSFT
2025-10-23 09:15:00,521.56,522.0,521.38,521.9899,1134,MSFT
2025-10-23 09:20:00,521.5,522.13,521.5,522.0018,2920,MSFT
2025-10-23 09:25:00,522.26,523.4,522.0,522.67,7582,MSFT
2025-10-23 09:30:00,522.46,523.2,520.6,520.87,492341,MSFT
2025-10-23 09:35:00,520.78,521.56,519.2,519.2,275963,MSFT
2025-10-23 09:40:00,519.2452,520.66,518.61,520.575,296632,MSFT
2025-10-23 09:45:00,520.575,522.575,520.575,522.55,250246,MSFT
2025-10-23 09:50:00,522.55,523.1,522.0801,522.405,237114,MSFT
2025-10-23 09:55:00,522.49,522.96,521.33,521.9,208307,MSFT
2025-10-23 10:00:00,521.68,522.44,521.5028,522.1,158899,MSFT
2025-10-23 10:05:00,522.1,522.3481,521.0,521.07,131666,MSFT
2025-10-23 10:10:00,521.095,521.825,520.8,521.6,174506,MSFT
2025-10-23 10:15:00,521.6,521.97,521.13,521.22,178256,MSFT
2025-10-23 10:20:00,521.31,521.615,520.7,521.5,175783,MSFT
2025-10-23 10:25:00,521.8,521.95,521.28,521.4051,123687,MSFT
2025-10-23 10:30:00,521.35,522.645,521.2,522.495,133547,MSFT
2025-10-23 10:35:00,522.475,522.75,522.18,522.19,88242,MSFT
2025-10-23 10:40:00,522.03,522.27,521.8,521.935,121681,MSFT
2025-10-23 10:45:00,522.045,523.2,521.895,523.16,117724,MSFT
2025-10-23 10:50:00,523.13,523.235,521.82,522.065,170141,MSFT
2025-10-23 10:55:00,522.065,522.73,521.71,522.6335,125336,MSFT
2025-10-23 11:00:00,522.705,522.94,522.4314,522.755,85681,MSFT
2025-10-23 11:05:00,522.69,522.94,522.415,522.735,78968,MSFT
2025-10-23 11:10:00,522.82,523.0,522.34,522.65,140333,MSFT
2025-10-23 11:15:00,522.59,522.84,521.62,521.935,117447,MSFT
2025-10-23 11:20:00,521.9468,522.5,521.58,522.4,90520,MSFT
2025-10-23 11:25:00,522.4238,523.23,522.2943,523.1582,119381,MSFT
2025-10-23 11:30:00,523.17,523.63,523.17,523.39,122444,MSFT
2025-10-23 11:35:00,523.395,523.58,522.34,522.92,129759,MSFT
2025-10-23 11:40:00,522.835,522.9,521.525,521.55,120273,MSFT
2025-10-23 11:45:00,521.5,522.55,521.45,522.51,128489,MSFT
2025-10-23 11:50:00,522.47,522.765,522.1756,522.735,64949,MSFT
2025-10-23 11:55:00,522.7108,523.1685,522.445,522.4672,80971,MSFT
2025-10-23 12:00:00,522.51,523.53,522.46,523.53,67844,MSFT
2025-10-23 12:05:00,523.6,523.95,523.45,523.46,108163,MSFT
2025-10-23 12:10:00,523.52,523.77,523.36,523.52,67396,MSFT
2025-10-23 12:15:00,523.525,523.525,522.975,523.12,85179,MSFT
2025-10-23 12:20:00,523.09,523.09,522.5,522.58,71375,MSFT
2025-10-23 12:25:00,522.5,522.59,522.075,522.49,82308,MSFT
2025-10-23 12:30:00,522.51,522.7799,522.4,522.42,99369,MSFT
2025-10-23 12:35:00,522.4678,522.7999,522.28,522.62,76908,MSFT
2025-10-23 12:40:00,522.665,523.11,522.665,522.82,67407,MSFT
2025-10-23 12:45:00,522.84,522.915,522.56,522.695,62620,MSFT
2025-10-23 12:50:00,522.66,522.67,522.11,522.2,65564,MSFT
2025-10-23 12:55:00,522.27,522.41,522.02,522.41,63561,MSFT
2025-10-23 13:00:00,522.34,522.4399,522.21,522.21,57974,MSFT
2025-10-23 13:05:00,522.29,522.5,521.63,521.76,131473,MSFT
2025-10-23 13:10:00,521.75,522.4467,521.7,522.4301,55317,MSFT
2025-10-23 13:15:00,522.43,522.61,522.121,522.19,59011,MSFT
2025-10-23 13:20:00,522.12,522.3544,522.05,522.13,59412,MSFT
2025-10-23 13:25:00,522.135,522.22,521.8795,522.06,57802,MSFT
2025-10-23 13:30:00,522.09,522.55,522.01,522.1753,97248,MSFT
2025-10-23 13:35:00,522.17,523.0558,522.17,522.98,115333,MSFT
2025-10-23 13:40:00,523.06,523.12,522.64,522.68,51246,MSFT
2025-10-23 13:45:00,522.75,523.04,522.75,522.81,69171,MSFT
2025-10-23 13:50:00,522.76,523.1,522.76,522.995,56856,MSFT
2025-10-23 13:55:00,522.93,522.95,522.76,522.855,60144,MSFT
2025-10-23 14:00:00,522.855,523.059,522.75,522.9225,84806,MSFT
2025-10-23 14:05:00,522.96,523.04,522.8,522.985,76400,MSFT
2025-10-23 14:10:00,523.0,523.175,522.8,523.175,72691,MSFT
2025-10-23 14:15:00,523.19,523.2868,522.71,523.115,82340,MSFT
2025-10-23 14:20:00,523.13,523.315,523.09,523.215,49619,MSFT
2025-10-23 14:25:00,523.24,523.27,522.99,523.19,50262,MSFT
2025-10-23 14:30:00,523.16,523.475,523.11,523.335,90866,MSFT
2025-10-23 14:35:00,523.3378,523.46,523.1301,523.325,92641,MSFT
2025-10-23 14:40:00,523.325,523.47,523.13,523.375,58902,MSFT
2025-10-23 14:45:00,523.365,523.45,522.94,523.29,68684,MSFT
2025-10-23 14:50:00,523.245,523.62,523.2001,523.365,124601,MSFT
2025-10-23 14:55:00,523.41,523.55,523.12,523.13,63644,MSFT
2025-10-23 15:00:00,523.15,523.21,522.666,522.82,100916,MSFT
2025-10-23 15:05:00,522.8499,522.875,522.4214,522.55,104158,MSFT
2025-10-23 15:10:00,522.565,522.8899,522.4777,522.71,134553,MSFT
2025-10-23 15:15:00,522.69,522.69,522.35,522.6,135233,MSFT
2025-10-23 15:20:00,522.59,522.935,522.4301,522.46,97051,MSFT
2025-10-23 15:25:00,522.4542,522.6716,522.43,522.52,88235,MSFT
2025-10-23 15:30:00,522.49,522.63,522.27,522.6,119772,MSFT
2025-10-23 15:35:00,522.62,522.93,522.43,522.6,155667,MSFT
2025-10-23 15:40:00,522.57,522.625,522.04,522.145,112114,MSFT
2025-10-23 15:45:00,522.145,522.33,521.81,521.8499,177138,MSFT
2025-10-23 15:50:00,521.82,521.82,520.6341,520.7,468347,MSFT
2025-10-23 15:55:00,520.63,520.84,520.1,520.59,831157,MSFT
2025-10-23 16:00:00,520.59,521.4635,520.11,520.5,6078737,MSFT
2025-10-23 16:05:00,520.78,521.6346,520.11,520.56,11112,MSFT
2025-10-23 16:10:00,520.11,520.56,520.11,520.55,2143,MSFT
2025-10-23 16:15:00,520.4212,521.49,520.42,520.97,2207,MSFT
2025-10-23 16:20:00,520.56,521.49,520.5,521.49,6148,MSFT
2025-10-23 16:25:00,520.99,521.6,520.56,520.86,52654,MSFT
2025-10-23 16:30:00,521.0,521.48,520.33,520.5001,6676,MSFT
2025-10-23 16:35:00,520.5,521.25,520.0,520.26,196426,MSFT
2025-10-23 16:40:00,520.5,521.0,520.02,521.0,1683,MSFT
2025-10-23 16:45:00,521.0,521.48,520.32,521.4,3386,MSFT
2025-10-23 16:50:00,520.76,521.4,520.15,520.81,3376,MSFT
2025-10-23 16:55:00,520.6,520.89,520.2,520.845,2727,MSFT
2025-10-23 17:00:00,520.83,521.37,520.56,520.75,43189,MSFT
2025-10-23 17:05:00,520.7,520.92,520.7,520.91,1683,MSFT
2025-10-23 17:10:00,520.82,520.95,520.56,520.8,863,MSFT
2025-10-23 17:15:00,520.85,520.95,520.6185,520.95,732,MSFT
2025-10-23 17:20:00,520.79,520.95,520.69,520.9,156,MSFT
2025-10-23 17:25:00,520.69,520.99,520.405,520.405,2863,MSFT
2025-10-23 17:30:00,520.5,520.56,520.25,520.4,1664,MSFT
2025-10-23 17:35:00,520.34,520.4,520.25,520.39,1106,MSFT
2025-10-23 17:40:00,520.39,520.4,520.32,520.365,2899,MSFT
2025-10-23 17:45:00,520.365,520.99,520.33,520.66,2379,MSFT
2025-10-23 17:50:00,520.66,520.99,520.366,520.67,298,MSFT
2025-10-23 17:55:00,520.99,520.99,520.35,520.79,207,MSFT
2025-10-23 18:00:00,520.55,520.99,520.55,520.75,440,MSFT
2025-10-23 18:05:00,520.56,520.95,520.55,520.7,130,MSFT
2025-10-23 18:10:00,520.85,520.95,520.55,520.55,730,MSFT
2025-10-23 18:15:00,520.75,520.94,520.55,520.74,97,MSFT
2025-10-23 18:20:00,520.65,520.95,520.4012,520.81,817,MSFT
2025-10-23 18:25:00,520.68,520.95,520.4112,520.565,227,MSFT
2025-10-23 18:30:00,520.565,520.99,520.4101,520.68,795,MSFT
2025-10-23 18:35:00,520.41,520.95,520.41,520.755,23004,MSFT
2025-10-23 18:40:00,520.7647,520.99,520.6781,520.825,1454,MSFT
2025-10-23 18:45:00,520.66,520.99,520.66,520.9817,367,MSFT
2025-10-23 18:50:00,520.825,520.99,520.66,520.75,168,MSFT
2025-10-23 18:55:00,520.7,520.99,520.66,520.6781,668,MSFT
2025-10-23 19:00:00,520.76,521.0,520.66,521.0,2191,MSFT
2025-10-23 19:05:00,521.0,521.19,520.66,521.0,533,MSFT
2025-10-23 19:10:00,521.0,521.19,520.77,521.0,654,MSFT
2025-10-23 19:15:00,520.99,521.1795,520.76,520.975,265,MSFT
2025-10-23 19:20:00,521.19,521.19,520.76,520.88,303,MSFT
2025-10-23 19:25:00,520.88,521.1792,520.77,521.0,247,MSFT
2025-10-23 19:30:00,520.88,521.19,520.81,520.975,347,MSFT
2025-10-23 19:35:00,520.82,521.19,520.76,521.1792,100,MSFT
2025-10-23 19:40:00,520.76,521.19,520.66,520.8355,652,MSFT
2025-10-23 19:45:00,520.925,521.19,520.66,520.66,294,MSFT
2025-10-23 19:50:00,521.1,521.19,520.66,520.6732,263,MSFT
2025-10-23 19:55:00,520.85,521.1767,520.6732,521.1183,482,MSFT
