timestamp,open,high,low,close,volume,symbol
2025-12-04 11:40:00,280.53,280.55,280.18,280.24,297274,AAPL
2025-12-04 11:45:00,280.25,280.76,280.25,280.73,240291,AAPL
2025-12-04 11:50:00,280.72,280.9335,280.66,280.7401,241489,AAPL
2025-12-04 11:55:00,280.73,280.83,280.28,280.3429,268343,AAPL
2025-12-04 12:00:00,280.33,280.6747,280.25,280.64,230845,AAPL
2025-12-04 12:05:00,280.625,280.74,280.34,280.37,220694,AAPL
2025-12-04 12:10:00,280.375,280.4,280.02,280.2757,346845,AAPL
2025-12-04 12:15:00,280.2845,280.31,280.0266,280.04,237575,AAPL
2025-12-04 12:20:00,280.035,280.1699,279.95,280.02,302470,AAPL
2025-12-04 12:25:00,280.03,280.17,279.9378,280.115,177073,AAPL
2025-12-04 12:30:00,280.13,280.15,279.81,280.075,235706,AAPL
2025-12-04 12:35:00,280.07,280.34,279.825,279.84,297363,AAPL
2025-12-04 12:40:00,279.82,280.08,279.82,280.08,195631,AAPL
2025-12-04 12:45:00,280.09,280.42,280.03,280.215,208193,AAPL
2025-12-04 12:50:00,280.215,280.4867,280.2,280.431,175154,AAPL
2025-12-04 12:55:00,280.45,280.47,280.25,280.3196,153245,AAPL
2025-12-04 13:00:00,280.3,280.3199,280.07,280.2441,181818,AAPL
2025-12-04 13:05:00,280.25,280.26,279.82,279.85,203088,AAPL
2025-12-04 13:10:00,279.85,279.93,279.64,279.91,252396,AAPL
2025-12-04 13:15:00,279.91,280.14,279.81,279.945,228688,AAPL
2025-12-04 13:20:00,279.95,280.09,279.94,280.075,183243,AAPL
2025-12-04 13:25:00,280.075,280.11,279.94,280.005,190911,AAPL
2025-12-04 13:30:00,280.0,280.1,279.91,279.921,239398,AAPL
2025-12-04 13:35:00,279.915,279.93,279.78,279.8,222951,AAPL
2025-12-04 13:40:00,279.8041,279.86,279.6,279.81,319956,AAPL
2025-12-04 13:45:00,279.82,280.03,279.7918,279.8901,219266,AAPL
2025-12-04 13:50:00,279.9,279.94,279.6902,279.71,200287,AAPL
2025-12-04 13:55:00,279.7,279.7199,279.38,279.38,373653,AAPL
2025-12-04 14:00:00,279.38,279.57,279.2188,279.24,328228,AAPL
2025-12-04 14:05:00,279.25,279.34,279.13,279.26,327745,AAPL
2025-12-04 14:10:00,279.25,279.48,279.11,279.42,292000,AAPL
2025-12-04 14:15:00,279.42,279.45,278.9313,278.97,298731,AAPL
2025-12-04 14:20:00,278.96,278.98,278.59,278.9501,423283,AAPL
2025-12-04 14:25:00,278.96,279.06,278.82,278.86,294132,AAPL
2025-12-04 14:30:00,278.86,279.18,278.82,279.18,345031,AAPL
2025-12-04 14:35:00,279.19,279.84,279.19,279.6601,454181,AAPL
2025-12-04 14:40:00,279.655,279.97,279.6,279.97,241981,AAPL
2025-12-04 14:45:00,279.97,280.05,279.885,279.95,282669,AAPL
2025-12-04 14:50:00,279.95,280.18,279.94,280.18,282264,AAPL
2025-12-04 14:55:00,280.19,280.35,280.12,280.34,362303,AAPL
2025-12-04 15:00:00,280.33,280.73,280.27,280.47,412125,AAPL
2025-12-04 15:05:00,280.47,280.53,280.16,280.3,396874,AAPL
2025-12-04 15:10:00,280.32,280.45,280.21,280.3401,229958,AAPL
2025-12-04 15:15:00,280.34,280.51,280.22,280.488,277861,AAPL
2025-12-04 15:20:00,280.5,280.55,280.293,280.305,346823,AAPL
2025-12-04 15:25:00,280.305,280.39,280.09,280.125,318624,AAPL
2025-12-04 15:30:00,280.12,280.21,280.09,280.13,296924,AAPL
2025-12-04 15:35:00,280.1399,280.15,279.9,280.15,393141,AAPL
2025-12-04 15:40:00,280.15,280.24,279.895,280.13,399954,AAPL
2025-12-04 15:45:00,280.14,280.19,279.95,280.04,446552,AAPL
2025-12-04 15:50:00,280.05,280.18,279.58,279.69,993218,AAPL
2025-12-04 15:55:00,279.67,280.7,279.67,280.65,2067165,AAPL
2025-12-04 16:00:00,280.7,284.15,279.65,280.14,32923441,AAPL
2025-12-04 16:05:00,280.15,280.7,280.1,280.25,172287,AAPL
2025-12-04 16:10:00,280.29,280.52,280.2,280.36,10699,AAPL
2025-12-04 16:15:00,280.7,280.7,280.3002,280.41,6238,AAPL
2025-12-04 16:20:00,280.47,280.7,269.37,280.34,14272,AAPL
2025-12-04 16:25:00,280.37,280.37,280.15,280.1535,1360,AAPL
2025-12-04 16:30:00,280.25,280.7,280.15,280.35,7396,AAPL
2025-12-04 16:35:00,280.34,280.7,280.15,280.32,27682,AAPL
2025-12-04 16:40:00,280.31,280.7,280.23,280.23,3026,AAPL
2025-12-04 16:45:00,280.15,280.3255,280.15,280.27,3475,AAPL
2025-12-04 16:50:00,280.28,280.3,280.17,280.2967,602,AAPL
2025-12-04 16:55:00,280.23,280.7,280.17,280.33,30718,AAPL
2025-12-04 17:00:00,280.3962,280.4,280.25,280.3962,1137,AAPL
2025-12-04 17:05:00,280.28,280.4,280.25,280.33,1710,AAPL
